,id,name,name_id,content,timestamp,channel,language,category,vect,logit_predict,Mnb_predict,tree_predict,rf_predict,bg_predict,knn_predict,nn_predict
2743,5.774678816342671e+17,Little Bear,8469,What is he doing?,2020-01-01T16:46:56Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2744,6.432732633294438e+17,racquel,6344,Eating his cream covered stick snacks! How cute!!!,2019-12-31T20:05:52Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
2749,6.432732633294438e+17,racquel,6344,"Is that someone staring at me through the window, or is it just my overactive imagination???",2019-12-31T17:16:20Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
2750,2.962846922468229e+17,enui,7408,<@564583296814809088> you're not alone,2019-12-31T14:21:19Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2751,5.64583296814809e+17,BREAD,7623,I FEEL SO OLDDDD,2019-12-31T14:17:46Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2752,5.64583296814809e+17,BREAD,7623,oh god kids don’t even know about Y2K,2019-12-31T14:17:39Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,sea
2755,2.962846922468229e+17,enui,7408,I think I found a photo of Tsuki on the train 😂 https://tumblr.tastefullyoffensive.com/post/176243945913/rude-via-conbupintheclub,2019-12-31T13:14:42Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2756,2.962846922468229e+17,enui,7408,"<@643273263329443893> at least that's what it looks like to me :D but also, it usually happens when I open the game and a letter arrived while I wasn't playing, so it made sense to me.",2019-12-31T13:04:06Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,east,east,east,sea
2757,6.432732633294438e+17,racquel,6344,<@296284692246822912> thank u! I've always wondered! LOL,2019-12-31T12:44:43Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2759,2.962846922468229e+17,enui,7408,<@643273263329443893> checking the mailbox!,2019-12-31T09:53:12Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2770,6.432732633294438e+17,racquel,6344,What is Tsuki doing here?,2019-12-31T04:53:12Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2773,3.6370126773603526e+17,dg,7162,"I was actually kind of hesitant to type this one out since I'm not sure if anyone would read this or not, judging by all those Pipi questions as of lately. But I guess I might as well do one last random weird posting on this server then.
But yeah, in regards to the ""31st Dec no snow issue"" I have managed to do some further investigations on my own and found out that: Firstly, the event is still ending *after 14 Jan 2020*. Secondly, it was really weird that only 31st Dec does not have any festival effects, ~~which seems as though someone forgot December has 31 days and coded in only 30 days instead~~. And lastly, it doesn't seems to be overwritten by any other events since nothing ended up happening on that day, so it shouldn't be a surprise New Year Eve either.
So what do you have to do? Nothing much in particular. It probably feels bad having to waste a day onto not doing anything, but it will be Christmas again after 31st Dec... though that sounds weird. And if you are actually climbing for the presents since yesterday, maybe it would be a better idea to hold off the logging in for today since reaching the peak won't trigger any gifts quotes from Kubo at all either ways, at least that's what I think.",2019-12-31T02:40:41Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2774,3.396733987478569e+17,BecksRJR,2042,Christmas has disappeared from my game too... I still had a couple of presents to go 🎁,2019-12-31T00:58:11Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,east
2781,4.573014296365629e+17,☆Pιкαcнυ☆,3341,This is bread?,2019-12-30T17:45:13Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2787,3.6370126773603526e+17,dg,7162,"Kind of late for this, but based on your inventory arrangements, you are most likely going for Ken next.",2019-12-30T14:35:53Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,sea,east,east,east,east
2788,5.64583296814809e+17,BREAD,7623,ask santa. he gives you hints about who to give the gift to.,2019-12-30T14:23:33Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2791,3.078733281174487e+17,Shial,336,it could be a tree decoration? <@!175189237946253312>  There is 1 witht he shape of a christmas present,2019-12-30T13:53:21Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2800,4.567550322184028e+17,kem,9403,Inu ??,2019-12-30T03:36:18Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
2801,4.567550322184028e+17,kem,9403,I cannot find him,2019-12-30T03:36:33Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2806,4.1463570627139994e+17,vickiicx,57,Tea time,2019-12-29T23:39:51Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
2808,6.410800419413688e+17,Eveninglight,2698,"so I was in the forest, and the fire shrine was lit, but I was at 85% so I couldn’t complete the rune thing and now I feel really bad oof",2019-12-29T18:56:14Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,sea,east,sea,east,eu
2809,4.573014296365629e+17,☆Pιкαcнυ☆,3341,Cute,2019-12-29T14:52:16Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2810,4.8725295689551046e+17,blackstrung,4639,Got it thanks! <3,2019-12-29T14:50:02Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
2811,5.64583296814809e+17,BREAD,7623,you find her in the gardens to give her the gift by using your bug net or kite.,2019-12-29T14:49:38Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2812,4.8725295689551046e+17,blackstrung,4639,Anybody knows where to find Pipi? Its already been days and I havent given the gift that Santa gave me :(,2019-12-29T14:48:43Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2813,5.64583296814809e+17,BREAD,7623,i finally got my tsuki to climb...hoping to change hearts and get the ornament from kubo 😭😭😭😭😭😭😭😭😭😭😭😭,2019-12-29T14:41:40Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2814,5.697024410257981e+17,Adrienhb,6598,Kubo... why him? Such a pain to get to him... 😡☹️,2019-12-29T13:58:49Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,sea,sea
2815,5.5753133190335686e+17,EmmyTheEnvyofHumans'sfriend,3680,^^,2019-12-29T11:05:31Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2816,5.6453522328348256e+17,Alice99,1188,"Ok, thanks! I will try to update",2019-12-29T11:05:01Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
2817,5.5753133190335686e+17,EmmyTheEnvyofHumans'sfriend,3680,It could be a bug so you may want to update the app,2019-12-29T11:04:05Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
2818,5.5753133190335686e+17,EmmyTheEnvyofHumans'sfriend,3680,And I think orange for Hugo,2019-12-29T11:03:33Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
2819,5.5753133190335686e+17,EmmyTheEnvyofHumans'sfriend,3680,You need to have a minimum of blue heart to gifts,2019-12-29T11:03:17Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2820,5.6453522328348256e+17,Alice99,1188,"I have all red hearts in the city, in the mushroom village I think I've already given all the gifts because he stopped giving me gifts.. in yukiyama I gave gifts to all but Kubo, and I still have to go to the forest (for the gifts)",2019-12-29T11:02:57Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2821,5.893417071332557e+17,funkycucumber,378,<@564535223283482625> he said that to me too until I've finished giving out gifts in mushroom village!,2019-12-29T10:54:39Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2822,2.962846922468229e+17,enui,7408,do you have friends in the city? He only gave me gifts for the ones where I have at least a blue heart,2019-12-29T10:23:31Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2823,5.6453522328348256e+17,Alice99,1188,Nikolai only says this to me and don't give me any gift... why?😓,2019-12-29T10:17:51Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,sea,east,east,sea
2824,4.573014296365629e+17,☆Pιкαcнυ☆,3341,Tsuki train,2019-12-29T10:14:26Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2825,5.5753133190335686e+17,EmmyTheEnvyofHumans'sfriend,3680,I thought just a bowl of rice,2019-12-29T09:11:32Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2826,5.5753133190335686e+17,EmmyTheEnvyofHumans'sfriend,3680,Ooo,2019-12-29T09:11:20Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2827,4.573014296365629e+17,☆Pιкαcнυ☆,3341,"<@557531331903356950> onigiri, you can buy it in great city",2019-12-29T09:10:39Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,eu
2828,5.64583296814809e+17,BREAD,7623,nice! good luck!,2019-12-28T16:36:19Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
2832,4.2474758643646464e+17,Zuilei,3134,Hugo finally accepted his gift now I need to buy more food so I can give the next person their gift,2019-12-28T16:36:09Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2842,6.524210371659039e+17,naden,9016,Ooooh I've never been here before...,2019-12-28T05:58:11Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2845,4.2474758643646464e+17,Zuilei,3134,<@376926313568534540> mashed potatoes? Or whatever one of the holiday treats are,2019-12-28T05:32:58Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2846,4.2474758643646464e+17,Zuilei,3134,<@486477132332138496> no he was awake three times and didn’t want his gift I gues,2019-12-28T05:32:27Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
2851,4.2474758643646464e+17,Zuilei,3134,I ran out of food and Hugo didn’t take his present rip,2019-12-28T00:12:25Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
2852,5.367781217481523e+17,Shirley,546,3 best friendsss snackingg,2019-12-28T00:09:09Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2855,4.2474758643646464e+17,Zuilei,3134,I had over 30 food in stock and Hugo still didn’t accept his gift :((,2019-12-27T19:36:07Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
2856,5.7209868353378714e+17,Wei Wei,123,No Ed just want a new carpet for his cozy home. Made of rabbit's pelt,2019-12-27T17:54:01Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],sea,east,east,sea,east,east,sea
2879,5.7209868353378714e+17,Wei Wei,123,<:pepesad:558329671851311120>,2019-12-27T10:32:20Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,sea,sea,sea,sea,sea
2880,5.7209868353378714e+17,Wei Wei,123,"The only thing he steals is your carrot, not your heart",2019-12-27T10:32:17Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2881,4.8933388851111526e+17,to,6032,"I was able to finally give the Christmas gift to Hugo even with a yellow heart level friendship. I had to go back into the forest again and again to talk to him - probably like 10 times. 

Anyway, so you don't actually need to be at the red heart level with Hugo for the Christmas event.",2019-12-27T03:17:53Z,tsuki-discussion,,,[0.         0.19881464 0.         ... 0.         0.         0.        ],east,east,east,east,east,east,east
2882,5.0825145053138125e+17,summosa,5868,Did anyone else get this? I took a screenshot of it but I dont see the letter in storage or anything,2019-12-27T05:18:46Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
2883,3.6370126773603526e+17,dg,7162,Random one time event when you get red heart with Ed.,2019-12-27T05:20:28Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2884,3.243992850660065e+17,Beibhinn,167,"Ugh, I just want to deliver the gift to the bartender in the big city, but I keep going to the posh hotel because I have some carrots. So frustrating.",2019-12-27T06:12:29Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,sea,eu,east,east,east
2888,5.367781217481523e+17,Shirley,546,I think tsuki is looking at all the eclipse photos at the balcony,2019-12-26T14:14:30Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2889,5.7209868353378714e+17,Wei Wei,123,She's a snow pie,2019-12-26T14:10:20Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2890,2.8644306917851136e+17,Trifox pooplord,754,Ahhh the cuteness 😊<:hug:589655063027253288>,2019-12-26T13:11:52Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
2894,5.489053006068449e+17,squid,6626,Santa Nikolai asked me to gift present to Pipi but i can't<:tired:622856025191612427>,2019-12-26T05:49:15Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
2895,4.681192492573655e+17,the_black_sheep,2521,So cute!,2019-12-26T00:17:21Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2901,2.1474404369799578e+17,Fredd8,6409,Trying to make it my wallpaper XD,2019-12-25T15:47:28Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
2905,6.524210371659039e+17,naden,9016,Merry Christmas!,2019-12-25T08:40:40Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2908,5.726364133891768e+17,eggplntbrgr,8378,Merry Christmas everyone,2019-12-25T07:22:38Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2911,1.2940432459707187e+17,HyperHyena,5567,Aww,2019-12-25T04:34:44Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,east
2912,5.367781217481523e+17,Shirley,546,IT IS SHO CUTE,2019-12-25T04:21:24Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2913,5.367781217481523e+17,Shirley,546,Oopss,2019-12-25T04:21:19Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2914,5.367781217481523e+17,Shirley,546,#tsukiadventure @HyperBeard https://hyperbeard.com/game/tsuki/install,2019-12-25T04:21:02Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,sea,east,sea,sea
2915,6.074486389139048e+17,ko,3884,merry christmas ! <:pepeyay:558328906604740608>,2019-12-25T03:55:05Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,eu,east,sea,east
2916,6.072702052104929e+17,Gechi,7409,"Hey, merry christmas everyone :)",2019-12-25T03:38:54Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2917,4.46701189627904e+17,slikriq°°7,6052,<@376926313568534540> yea I just noticed this I can’t see him either I’ll try late at night,2019-12-25T01:18:17Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2919,4.46701189627904e+17,slikriq°°7,6052,<@376926313568534540> I think you can talk to Santa in the great city after he gives you the gift for Clive and he will take you there,2019-12-24T23:12:28Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
2920,6.524210371659039e+17,naden,9016,Look at that cute little bunny butt! Hahaha,2019-12-24T22:51:39Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2922,5.416654144809206e+17,crayon🐌,7278,You can visit him around midnight or if you have 1000 <:carrot:558510158670725120>s or less you automatically go there,2019-12-24T19:34:55Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2924,5.64583296814809e+17,BREAD,7623,nah i went to ykym and i have no present for him. maybe i’m still blue? i dunno :( i’m going to ykym tomorrow morning to see if i can make the hike,2019-12-24T17:13:00Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,sea,east,east,east,east
2925,3.6370126773603526e+17,dg,7162,Yellow should be fine.,2019-12-24T16:05:09Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2926,3.6370126773603526e+17,dg,7162,Wait yellow you mean?,2019-12-24T16:05:02Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2927,5.64583296814809e+17,BREAD,7623,ugh i’ve been trying to friend him for like a year now and i think he’s still yellow...so depressing,2019-12-24T16:01:46Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2929,5.64583296814809e+17,BREAD,7623,<:tired:622856025191612427> <:sob:623443731609288715>,2019-12-24T15:16:02Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,east,east,east,sea
2930,5.64583296814809e+17,BREAD,7623,my tree won’t be get finished because KUBO WONT FRIEND ME and i hate life now,2019-12-24T15:15:51Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2934,5.6012781765276474e+17,agoela,541,"For Hugo, my understanding is Tsuki requires a red heart to give Hugo the gift",2019-12-24T12:58:07Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
2936,5.774299536295199e+17,LeoYerk,9550,Ok),2019-12-24T10:21:35Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2939,5.5753133190335686e+17,EmmyTheEnvyofHumans'sfriend,3680,||I gave pipi her gift but now she's gone.. :')||,2019-12-24T06:27:17Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
2940,5.774299536295199e+17,LeoYerk,9550,"Hello!
I’ve just finished the tree but there’s one gift that I haven’t give 
I think it’s Hugo’s gift. I have a blue heart with him",2019-12-24T06:57:08Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2943,3.9559149343329485e+17,Eurus,3850,is this chi unborn sister <:GWseremePeepoGGERS:402867853906280450>,2019-12-24T03:19:49Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2946,3.078733281174487e+17,Shial,336,"<@!560127817652764673> yeah, but as holidays it may be some ""spirit of christmas"" or whatever ""lorewise"" talking",2019-12-24T00:10:38Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,east,east,east,sea
2947,5.6012781765276474e+17,agoela,541,"<@307873328117448705> think of them as strangers, people don't give gifts to strangers in real life",2019-12-23T23:54:31Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2948,5.6012781765276474e+17,agoela,541,||Fully decorated tree... Merry Christmas and happy Hannukah ||,2019-12-23T23:53:32Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2949,3.078733281174487e+17,Shial,336,"man, never been in yukiyama seems in not having extra gifts ): blue heart friendship requirement seems unjust for new players tho",2019-12-23T23:21:31Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2952,6.050709645767475e+17,Sandy Bunny,2735,Hi. Does anybody know how to give Hugo his gift? Thanks.,2019-12-23T21:11:49Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
2954,5.774678816342671e+17,Little Bear,8469,Nice to have friends go eat with :D,2019-12-23T19:10:46Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,east
2955,5.642129434709852e+17,Holy Duck Duck,8190,she will be at the tranquil garden from 8-9 am i think,2019-12-23T18:48:54Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
2956,5.416654144809206e+17,crayon🐌,7278,She’ll be hiding the snow pile,2019-12-23T17:37:25Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2957,5.416654144809206e+17,crayon🐌,7278,You can use your net to visitTranquil Garden,2019-12-23T17:37:16Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
2958,2.5233436648158003e+17,zwienzixes,7009,"I'm unable to give Pipi her present, when shes in the cave. Is there anywhere else I can find her?",2019-12-23T17:35:41Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,sea
2959,4.73533056162988e+17,츠설(tsushol),8891,"I hope so But that’s an error, so the revised update came two days ago on Android. <@564157861769510927>",2019-12-23T16:52:28Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
2960,5.641578617695109e+17,sashita,9116,My game has an error... bought the pepermint wallpaper and used it on my house and this wall paper is what its showing. I wish they had this wllpaper to sell on Tsuki’s Birthday...,2019-12-23T16:46:58Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
2962,2.0691903867112646e+17,Sara,7780,<@576403694329921546> you have to give it to her in the garden area that moca sometimes is at not at the cemetery.,2019-12-23T16:14:26Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2964,5.6012781765276474e+17,agoela,541,||thank you dev for the nice help with Clive||,2019-12-23T15:17:05Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2966,5.495312660645806e+17,ApexPredator,8840,<@323513255530201088> because they cannot find where Ed is,2019-12-23T05:59:36Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2967,5.495312660645806e+17,ApexPredator,8840,<@607270205210492929> yup,2019-12-23T05:59:53Z,tsuki-discussion,,,[0. 0. 0. ... 1. 0. 0.],east,east,east,east,east,sea,sea
2968,6.417876429331497e+17,Here There Be Dragons,8771,What’s going on with the thing at Tsuki’s feet in the chill zone? Is it rotating? I haven’t noticed that before.,2019-12-23T06:04:26Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,eu,eu,east,sea,eu
2969,4.831436312097587e+17,Clovertea,449,that is a bladeless fan,2019-12-23T06:08:44Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2971,6.072702052104929e+17,Gechi,7409,So u can't deliver presents 'til u are ay a certain level of friendship ?,2019-12-23T03:13:30Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2972,3.235132555302011e+17,McHi,4199,|| I wonder why Ed doesn't get a present <:cooking:623438184176549909> ||,2019-12-23T03:09:08Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2978,6.175643610111017e+17,minnepeg,8042,I can’t get the option to deliver a present to Kubo. I’m at purple with him. I was able to deliver to Clive at a blue heart,2019-12-23T02:18:00Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
2981,5.726364133891768e+17,eggplntbrgr,8378,I spent way too much on them,2019-12-23T00:43:42Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
2982,5.726364133891768e+17,eggplntbrgr,8378,I wish the lights went on your house instead of the tree 😦,2019-12-23T00:43:30Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
2984,3.1476907659965235e+17,EncycloChameleon,3886,My tree looks good,2019-12-22T21:37:40Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
2985,6.524210371659039e+17,naden,9016,I haven't seen this before,2019-12-22T21:21:21Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2986,3.912527733559132e+17,AstroMyths,4887,Hugo doesn't want to accept gift from Nikolai. He only ask me to give something else.,2019-12-22T20:56:22Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
2987,5.5753133190335686e+17,EmmyTheEnvyofHumans'sfriend,3680,#tsukiadventure @HyperBeard https://hyperbeard.com/game/tsuki/install,2019-12-22T16:10:24Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,sea,east,sea,sea
2988,5.5753133190335686e+17,EmmyTheEnvyofHumans'sfriend,3680,Are you at ||tranquil garden?||,2019-12-22T15:19:17Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
2990,5.5753133190335686e+17,EmmyTheEnvyofHumans'sfriend,3680,?,2019-12-22T15:17:03Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2992,5.5753133190335686e+17,EmmyTheEnvyofHumans'sfriend,3680,"If anyone's wondering, ||I think you need a minimum of blue heart to give gifts to your friends||",2019-12-22T14:22:00Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3010,5.6012781765276474e+17,agoela,541,"||it's snowing inside Tsuki's home and smells minty fresh, that means Tsuki can be lazy cleaning when using the wallpaper. 🤣 🤣 ||",2019-12-21T22:53:51Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3013,4.2474758643646464e+17,Zuilei,3134,I’d kill for pipi,2019-12-21T19:09:37Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3014,6.544035744107725e+17,8267,7628,Yw ^^,2019-12-21T17:05:11Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3015,5.909089619772703e+17,Banny,1141,Thank you!!,2019-12-21T17:04:21Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3016,6.544035744107725e+17,8267,7628,"<@590908961977270282> ||you need to go to the garden around midday (not sure when exactly), she's hidden in snow||",2019-12-21T17:04:07Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3017,5.909089619772703e+17,Banny,1141,How do I give the gift to Pipi??,2019-12-21T17:00:13Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3028,5.5753133190335686e+17,EmmyTheEnvyofHumans'sfriend,3680,Or to escape?,2019-12-21T12:18:18Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3030,5.758306686014586e+17,hellzmango,8394,Oh nvm. My dumbass over here. <:ded:558657335300718594>,2019-12-21T04:21:42Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
